DATE,WEMMERSHOEK_HEIGHT_m_,WEMMERSHOEK_STORAGE_Ml_,WEMMERSHOEK_Current_,WEMMERSHOEK_Last_Year_,STEENBRAS_LOWER_HEIGHT_m_,STEENBRAS_STORAGE__Ml_,STEENBRAS_LOWER_Current__,STEENBRAS_LOWER_Last_Year__,STEENBRAS_UPPER_HEIGHT_m_,STEENBRAS_UPPER_STORAGE_Ml_,STEENBRAS_UPPER_Current__,STEENBRAS_UPPERLast_Year__,VOËLVLEI_HEIGHT__m_,VOËLVLEI_STORAGE__Ml_,VOËLVLEI__Current__,VOËLVLEI_Last_Year_,HELY_HUTCHINSON_HEIGHT_m_,HELY_HUTCHINSON_STORAGE__Ml_,HELY_HUTCHINSON_Current__,HELY_HUTCHINSON_Last_Year_,WOODHEAD_HEIGHT,WOODHEAD_STORAGE_Ml_,WOODHEAD_Current_,WOODHEAD_Last_Year_,VICTORIA_HEIGHT,VICTORIA_STORAGE_Ml_,VICTORIA_Current_,VICTORIALast_Year_,ALEXANDRA_HEIGHT_m_,ALEXANDRA_STORAGE_Ml_,ALEXANDRA_Current_,ALEXANDRA_Last_Year_,DE_VILLIERS_HEIGHT_m_,DE_VILLIERS_STORAGE_Ml_,DE_VILLIERS_Current_,DE_VILLIERS_Last_Year_,KLEINPLAATS_HEIGHT__m_,KLEINPLAATS_STORAGE_Ml_,KLEINPLAATS_Current__,KLEINPLAATS_Last_Year__,LEWIS_GAY_HEIGHT__m_,LEWIS_GAY_STORAGE__Ml_,LEWIS_GAY_Current__,LEWIS_GAY_Last_Year__,THEEWATERSKLOOF_HEIGHT__m_,THEEWATERSKLOOF_STORAGE__Ml_,THEEWATERSKLOOF_Current,THEEWATERSKLOOF_Last_Year__,BERG_RIVER_HEIGHT__m_,BERG_RIVER_STORAGE__Ml_,BERG_RIVER_Current__,BERG_RIVER_Last_Year__,TOTAL_STORED___BIG_6_STORAGE,TOTAL_STORED___BIG_6_Current,TOTAL_STORED___BIG_6_Last_Year,LAND_en_ZEEZICHT_HEIGHT__m_,LAND_en_ZEEZICHT_STORAGE__Ml_,LAND_en_ZEEZICHT_Current__,LAND_en_ZEEZICHT_Last_Year__,TOTAL_STORED___BIG_5_STORAGE,TOTAL_STORED___BIG_5_Current,TOTAL_STORED___BIG_5_Last_Year,ObjectId
29-Jul-04,39.75,26451,45.1043585,36.47943524,17.47,15947,47.57884059,39.7141749,20.14,20306,63.92167973,43.23354424,9.85,57994,35.34172278,52.85231116,8.66,180.11,19.47880594,40.76251885,34.7,693.8,72.6568227,44.15122002,2.24,8.966,6.982866044,23.84267913,9.5,74.284,55.33753483,43.28804064,21.54,100.712,41.5404858,35.12495721,7.44,511,39.28955867,36.08334615,11.59,74.9,44.58333333,25.83333333,19.78,181609,37.82039535,57.51101652,#REF!,,,,,,,,,,,302307,39.35207905,0,7671
04-Apr-05,36.28,20503,34.96180342,48.88991201,16.19,13166,39.28155861,44.82501417,16.39,13589,42.77709573,46.98901376,7.76,35713,21.76361254,37.49169688,3.26,9.292,1.004925128,26.87049963,30.62,420.5,44.03602471,41.30275422,3.67,31.3,24.37694704,15.30451713,8.47,54.874,40.87814181,15.98727633,19.25,68.628,28.30685976,16.70207018,8.4,668.7,51.41473166,43.74903891,9.05,37.4,22.26190476,32.02380952,17.33,124134,25.85112498,38.72087599,#REF!,,,,,,,,,,,207105,26.95939006,0,7672
18-Sept-04,43.83,34494,58.81931655,63.92128777,20.64,24444,72.93015485,86.1562789,23.34,27553,86.73466176,103.059779,12.46,89543,54.56778086,73.0966818,15.23,923.078,99.83042159,100,32.13,510.8,53.4925123,63.92292387,5.5,87.928,68.47975078,77.56619938,11.3,122.019,90.89751039,62.91959058,26.17,193.736,79.90991697,67.94793003,10.12,1035,79.578656,77.16438567,14.35,141,83.92857143,99.04761905,22.23,256465,53.40928969,74.72531592,#REF!,,,,,,,,,,,432499,56.29950626,0,7673
21-Apr-04,40.77,28344,48.33231021,43.41109065,16.45,13703,40.88373064,44.16863084,17.15,14842,46.72144049,48.00264425,10.03,60037,36.58673329,61.94643347,7.59,121.313,13.11993996,47.32600368,33.98,638.6,66.87611268,46.36087548,2.43,10.828,8.433021807,1.934579439,5.82,21.461,15.98727633,30.11367869,17.8,52.284,21.56548137,27.70383142,7.63,540.4,41.55005382,36.53698293,10.1,50.6,30.11904762,38.86904762,19.42,172143,35.84908411,62.22479529,#REF!,,,,,,,,,,,289069,37.62885457,0,7674
09-Jun-04,38.69,24551,41.86447036,39.20946729,15.92,12624,37.66446878,42.92150252,14.89,11291,35.54317373,44.25976642,9.09,49546,30.19348548,56.93653067,9.07,205.574,22.23272474,74.06012679,32,502.6,52.63378364,16.4310399,1.46,3.328,2.591900312,10.55607477,6.86,31.965,23.81218433,37.70690862,18.78,62.976,25.97559014,32.99455955,6.75,412.5,31.71613102,36.64462556,11.3,69.6,41.42857143,34.46428571,18.69,154049,32.08097662,59.83760527,#REF!,,,,,,,,,,,252061,32.81142811,0,7675
14-Feb-05,38.14,23595,40.23429507,57.42445945,18.62,18766,55.98949787,58.17346421,19.58,19206,60.45896685,66.31095162,9.04,49004,29.86318901,44.14942564,3.53,11.495,1.24317847,96.94769674,34.09,646.9,67.74531365,43.46004817,5.1,73.491,57.23598131,62.44470405,8.28,51.639,38.46824297,35.93095845,20.94,91.554,37.76310308,28.30685976,9,784.4,60.31062586,59.67245887,11.6,75.1,44.70238095,33.27380952,19.51,174475,36.33472723,51.75993569,#REF!,,,,,,,,,,,285046,37.10517032,0,7676
28-Jul-04,39.76,26469,45.13505218,36.11793193,17.44,15874,47.36104067,39.7141749,20.02,20055,63.13155161,43.95127019,9.83,57768,35.20399768,52.85231116,8.6,176.539,19.09260409,31.22557173,34.9,709.9,74.34286313,42.65368101,2.4,10.501,8.17834891,18.02647975,9.45,73.245,54.56353641,40.62411538,22.66,119.575,49.3208713,31.06132163,7.36,498.9,38.35921882,36.31400892,11.48,72.8,43.33333333,24.3452381,19.78,181609,37.82039535,57.35795147,#REF!,,,,,,,,,,,301775,39.28282724,0,7677
06-Nov-04,42,30744,52.42480049,71.16329036,22.19,29342,87.54363457,93.44810096,24.78,31190,98.1836497,100.3399754,12.71,92778,56.53919985,77.38809836,15.18,915.238,98.98252953,99.49126477,34.37,668.2,69.97591371,78.32233742,6.31,123.995,96.56931464,86.11370717,11.37,125.187,93.25749788,59.82508679,27.56,231.816,95.61670166,73.24855739,10.89,1242.9,95.56358604,79.00199908,15.7,182,108.3333333,93.57142857,22.71,273596,56.97685073,78.26163919,#REF!,,,,,,,,,,,457650,59.57347656,0,7678
03-Apr-05,36.33,20584,35.09992497,49.02121274,16.25,13290,39.65152012,45.2844825,16.14,13189,41.51792741,46.98901376,7.82,36317,22.13169201,37.70133155,3.35,9.856,1.065921445,26.87049963,30.64,421.6,44.15122002,42.65368101,3.68,31.529,24.55529595,15.30451713,8.49,55.214,41.13142329,15.98727633,19.26,68.752,28.3580058,16.90087979,8.41,670.5,51.55312932,43.74903891,9.33,40.7,24.22619048,32.73809524,17.35,124539,25.93546694,38.72087599,#REF!,,,,,,,,,,,207919,27.06535054,0,7679
17-Sept-04,43.82,34473,58.78350726,63.84284837,20.69,24594,73.37768893,86.1562789,23.94,29041,91.4187679,103.059779,12.45,89414,54.48916786,72.92300192,15.2,918.374,99.32168635,100,32.24,517.6,54.20462876,64.47795581,5.49,87.511,68.15498442,77.89096573,11.23,118.852,88.53826785,63.07453925,26.2,194.46,80.20854386,68.59509245,10.13,1037.6,79.77856374,77.16438567,14.47,144.5,86.01190476,98.1547619,22.23,256465,53.40928969,74.72531592,#REF!,,,,,,,,,,,433987,56.49320304,0,7680
20-Apr-04,40.77,28344,48.33231021,43.472478,16.47,13746,41.01202375,44.23426918,17.15,14842,46.72144049,48.00264425,10.03,60037,36.58673329,62.02809348,8.46,168.176,18.18814984,47.44464368,33.33,590,61.78657451,46.42370929,2.41,10.61,8.263239875,2.140965732,5.82,21.461,15.98727633,30.01311104,17.73,51.575,21.2730415,27.80323622,7.63,540.4,41.55005382,37.32892511,10.18,51.8,30.83333333,36.42857143,19.42,172143,35.84908411,62.22479529,#REF!,,,,,,,,,,,289112,37.63445199,0,7681
08-Jun-04,38.72,24603,41.95314099,39.26744424,15.92,12624,37.66446878,42.72757108,14.75,11103,34.95136462,43.44130702,9.07,49329,30.06124501,57.01575307,8.95,197.899,21.40267735,73.26641763,31.97,500.7,52.43480993,17.22693476,1.46,3.328,2.591900312,10.36838006,6.86,31.965,23.81218433,37.45288219,18.74,62.503,25.78049273,32.82421023,6.77,415.2,31.92372751,36.64462556,11.3,69.6,41.42857143,34.58333333,18.69,154049,32.08097662,59.99504361,#REF!,,,,,,,,,,,251708,32.76547719,0,7682
13-Feb-05,38.16,23629,40.29227201,57.56599141,18.67,18897,56.3803443,58.57326133,19.56,19168,60.33934586,69.08426984,9.06,49221,29.99542948,50.61641123,3.53,11.495,1.24317847,96.94769674,34.09,646.9,67.74531365,44.95758718,5.12,74.155,57.75311526,62.72975078,8.48,55.044,41.00478255,39.86352598,20.8,89.509,36.91960585,28.10268805,9.71,938.4,72.15131478,59.8339228,11.75,78,46.42857143,34.28571429,19.54,175258,36.49778837,51.75993569,#REF!,,,,,,,,,,,286173,37.25187481,0,7683
12-Feb-05,38.21,23716,40.44062479,57.63760999,18.7,18975,56.61306203,58.97305845,19.58,19206,60.45896685,70.04438568,9.13,49982,30.45918523,50.84676559,3.53,11.495,1.24317847,96.94769674,34.09,646.9,67.74531365,44.95758718,5.15,75.15,58.52803738,63.01557632,8.77,59.982,44.68332365,42.5267063,20.65,87.329,36.02042542,28.25571371,9.72,940.7,72.32815624,59.8339228,11.9,81,48.21428571,35.11904762,19.58,176305,36.71582797,51.75993569,#REF!,,,,,,,,,,,288184,37.51365185,0,7684
11-Feb-05,38.26,23802,40.58727236,57.85076052,18.74,19080,56.92633589,59.37285557,19.87,19761,62.2060629,71.29096232,9.14,50091,30.52561016,51.00033517,3.53,11.495,1.24317847,96.94769674,34.1,647.7,67.82909205,46.47607079,5.17,75.814,59.04517134,63.5864486,8.77,59.982,44.68332365,44.17601573,20.96,91.846,37.88354376,28.5621775,9.74,945.3,72.68183915,59.8339228,12.01,83.2,49.52380952,35.95238095,19.62,177357,36.93490883,51.75993569,#REF!,,,,,,,,,,,290091,37.76189094,0,7685
10-Feb-05,38.29,23854,40.67594298,58.06561626,18.76,19132,57.08148104,59.76966912,19.92,19859,62.51455913,72.96250826,9.15,50200,30.5920351,51.30747433,3.53,11.495,1.24317847,97.28685356,34.1,647.7,67.82909205,48.47628024,5.2,76.879,59.87461059,63.87227414,8.78,60.152,44.80996439,45.69793948,20.98,92.139,38.00439691,29.1734552,9.74,945.3,72.68183915,60.31062586,12.16,86.3,51.36904762,36.60714286,19.67,178678,37.21000941,51.75993569,#REF!,,,,,,,,,,,291723,37.97433257,0,7686
09-Feb-05,38.32,23906,40.7646136,58.31628129,18.82,19289,57.54990005,60.16946624,20,20015,63.00563478,72.47772846,9.17,50419,30.72549438,51.76940187,3.53,11.495,1.24317847,97.28685356,34.1,647.7,67.82909205,49.3350089,5.2,76.879,59.87461059,64.15732087,8.78,60.152,44.80996439,45.82458022,20.98,92.139,38.00439691,30.9557298,9.76,949.9,73.03552207,60.77964017,12.32,89.7,53.39285714,37.20238095,19.7,179474,37.37577782,51.75993569,#REF!,,,,,,,,,,,293103,38.15397072,0,7687
08-Feb-05,38.39,24027,40.97094332,58.45951845,18.87,19420,57.94074649,60.40815109,20.12,20264,63.78946706,72.54698272,9.19,50638,30.85895365,54.17593467,3.53,11.495,1.24317847,97.28685356,34.11,648.5,67.91287046,50.53932349,5.2,76.879,59.87461059,64.15732087,8.79,60.322,44.93660513,45.82458022,20.99,92.285,38.06461725,32.88113082,9.76,949.9,73.03552207,61.26403199,12.42,91.9,54.70238095,37.67857143,19.74,180539,37.59756595,54.13879564,#REF!,,,,,,,,,,,294888,38.38632876,0,7688
07-Feb-05,38.39,24027,40.97094332,58.67437419,18.91,19525,58.25402035,60.73335919,20.17,20369,64.11999874,72.54698272,9.26,51406,31.32697523,52.4647308,3.53,11.495,1.24317847,97.28685356,34.11,648.5,67.91287046,51.64938737,5.22,77.612,60.44548287,64.44314642,8.79,60.322,44.93660513,45.82458022,20.99,92.285,38.06461725,35.00699133,9.77,952.2,73.21236352,61.57927111,12.53,94.3,56.13095238,38.21428571,19.79,181877,37.87620682,54.13879564,#REF!,,,,,,,,,,,297204,38.68780843,0,7689
06-Feb-05,38.43,24097,41.09030762,58.89093513,18.94,19605,58.49270519,61.22564669,20.17,20369,64.11999874,75.16605282,9.27,51516,31.39400957,53.00770895,3.53,11.495,1.24317847,97.45643198,34.11,648.5,67.91287046,53.23070479,5.25,78.712,61.30218069,64.72897196,8.82,60.833,45.31727231,45.95122097,20.99,92.285,38.06461725,36.43825559,9.8,959.1,73.7428879,61.57927111,12.68,97.7,58.1547619,38.69047619,19.84,183222,38.15630545,54.13879564,#REF!,,,,,,,,,,,298809,38.8967354,0,7690
05-Feb-05,38.44,24114,41.11929609,59.28824773,18.96,19659,58.65381747,61.63439449,20.24,20516,64.5827431,75.31085718,9.28,51626,31.46104391,53.08510314,3.53,11.495,1.24317847,97.62601039,34.11,648.5,67.91287046,53.94282124,5.24,78.346,61.01713396,65.01401869,8.83,61.003,45.44391305,46.07860665,21.01,92.581,38.1867078,37.88354376,9.8,959.1,73.7428879,61.90219899,12.8,100.4,59.76190476,30.11904762,19.87,184032,38.32498938,54.13879564,#REF!,,,,,,,,,,,299947,39.04487179,0,7691
04-Feb-05,38.51,24237,41.32903622,59.76058932,18.97,19686,58.7343736,61.79849032,20.43,20916,65.84191142,76.02858312,9.29,51736,31.52807825,53.31850452,4.42,23.061,2.494035555,97.7955888,34.05,643.9,67.43114462,55.26233113,5.25,78.712,61.30218069,65.29984424,8.84,61.174,45.57129874,46.2052474,21.03,92.881,38.31044823,39.30738359,9.8,959.1,73.7428879,61.90219899,12.9,102.7,61.13095238,39.76190476,19.91,185117,38.55094255,54.13879564,#REF!,,,,,,,,,,,301692,39.27202292,0,7692
03-Feb-05,38.52,24254,41.35802469,59.90723689,19,19766,58.97305845,62.04314229,20.53,21126,66.50297479,76.96666352,9.29,51736,31.52807825,53.55190591,4.93,33.002,3.569149707,97.96516721,33.92,634,66.39438685,56.86459315,5.25,78.712,61.30218069,65.58489097,8.84,61.174,45.57129874,46.33188814,21.04,93.031,38.37231844,40.31710546,9.82,963.7,74.09657081,62.22512686,13.03,105.9,63.03571429,40.41666667,19.95,186205,38.77752047,54.13879564,#REF!,,,,,,,,,,,303087,39.45361366,0,7693
02-Feb-05,38.52,24254,41.35802469,59.97885547,19.04,19873,59.29229943,62.45189009,20.55,21168,66.63518746,77.90789184,9.33,52176,31.79621561,53.86392029,5.36,42.615,4.608790824,98.13474562,33.8,624.8,65.43093518,58.68677348,5.27,79.446,61.87383178,65.87071651,8.85,61.344,45.69793948,46.58591457,21.07,93.482,38.55834155,41.92820581,9.82,963.7,74.09657081,62.54805474,13.12,108,64.28571429,40.83333333,19.95,186205,38.77752047,54.13879564,#REF!,,,,,,,,,,,303676,39.5302853,0,7694
01-Feb-05,38.57,24342,41.50808267,60.16131233,19.09,20007,59.69209655,62.78008175,20.68,21449,67.5197532,76.02858312,9.34,52289,31.86507816,54.09793108,5.6,48.81,5.278776959,98.30421588,33.88,631,66.08021782,60.50895382,5.27,79.446,61.87383178,66.15654206,8.85,61.344,45.69793948,46.83919605,21.1,93.932,38.74395219,43.57972802,9.82,963.7,74.09657081,63.03244656,13.25,111.3,66.25,41.42857143,19.94,185933,38.72087599,56.59762426,#REF!,,,,,,,,,,,304020,39.57506466,0,7695
31-Jan-05,38.58,24359,41.53707114,60.23463611,19.11,20060,59.85022526,63.02473372,20.73,21556,67.85658073,76.09783738,9.36,52510,31.99975624,54.41055486,6,60.721,6.56694562,98.47390244,33.94,635.5,66.55147136,62.18452194,5.29,80.179,62.44470405,66.44158879,8.86,61.514,45.82458022,46.96658174,21.02,92.731,38.24857802,44.95159687,9.82,963.7,74.09657081,63.1939105,13.34,113.5,67.55952381,42.26190476,19.94,185933,38.72087599,56.59762426,#REF!,,,,,,,,,,,304418,39.62687335,0,7696
30-Jan-05,38.58,24359,41.53707114,60.49212196,19.16,20194,60.25002238,63.36187606,20.66,21405,67.38124469,77.11146788,9.38,52731,32.13443432,54.88101405,6.23,67.599,7.310797862,98.47390244,33.95,636.3,66.63524976,64.08000838,5.31,80.912,63.01557632,67.01401869,8.84,61.174,45.57129874,47.34650397,21.05,93.182,38.43460112,46.93969304,9.82,963.7,74.09657081,63.35537444,13.45,116.3,69.22619048,44.04761905,19.98,187024,38.94807867,56.59762426,#REF!,,,,,,,,,,,305713,39.79544682,0,7697
29-Jan-05,38.6,24394,41.59675329,60.63706432,19.2,20301,60.56926336,63.86908136,20.67,21427,67.45049895,77.40107659,9.38,52731,32.13443432,55.11685304,6.45,74.514,8.058651635,98.98252953,33.96,637.1,66.71902817,64.71881872,5.32,81.279,63.30140187,67.01401869,8.82,60.833,45.31727231,47.34650397,21.1,93.932,38.74395219,48.16183598,9.82,963.7,74.09657081,63.84745502,13.52,118.1,70.29761905,45.95238095,19.96,186478,38.8343732,56.59762426,#REF!,,,,,,,,,,,305331,39.7457209,0,7698
28-Jan-05,38.51,24237,41.32903622,60.89455017,19.21,20329,60.65280306,64.20622371,20.81,21729,68.40117103,78.63506154,9.41,53064,32.33736555,55.43191444,6.75,85.463,9.24278048,98.98252953,33.97,637.8,66.79233428,66.23730234,5.3,80.545,62.72975078,67.58411215,8.8,60.493,45.06399082,47.34650397,21.4,98.519,40.63594329,49.68343074,9.82,963.7,74.09657081,64.00891896,13.6,120.2,71.54761905,47.61904762,19.91,185117,38.55094255,56.59762426,#REF!,,,,,,,,,,,304476,39.63442336,0,7699
27-Jan-05,38.52,24254,41.35802469,61.07700703,19.26,20466,61.06155085,64.7969687,20.93,21988,69.21648251,79.66443164,9.45,53508,32.60794052,55.66836284,7.03,96.323,10.41728402,98.98252953,33.98,638.6,66.87611268,67.74531365,5.32,81.279,63.30140187,67.58411215,8.78,60.152,44.80996439,47.47388966,21.9,106.461,43.91176483,50.99672913,9.82,963.7,74.09657081,64.3395356,13.74,123.9,73.75,49.76190476,19.93,185661,38.66423151,56.59762426,#REF!,,,,,,,,,,,305877,39.81679513,0,7700
26-Jan-05,38.62,24429,41.65643544,61.25946388,19.32,20630,61.55085479,65.2206343,21,22142,69.70126232,80.25309283,9.5,54065,32.94737804,56.06386544,7.32,109.235,11.81371033,99.15210794,34,640.1,67.03319719,68.70876532,5.32,81.279,63.30140187,68.15498442,8.78,60.152,44.80996439,47.9096828,22.5,116.765,48.16183598,52.42221883,9.82,963.7,74.09657081,64.50099954,13.84,126.6,75.35714286,51.25,19.98,187024,38.94807867,56.59762426,#REF!,,,,,,,,,,,308290,40.13090154,0,7701
25-Jan-05,38.62,24429,41.65643544,61.37030216,19.37,20768,61.96258615,65.64429991,21.08,22317,70.25214846,79.809236,9.53,54399,33.15091868,56.22170084,7.55,119.524,12.9264605,99.15210794,34.01,640.9,67.1169756,69.9026076,5.33,81.645,63.5864486,68.15498442,8.86,61.514,45.82458022,48.21958015,22.9,123.816,51.07014845,53.78336351,9.82,963.7,74.09657081,64.67015224,13.95,129.6,77.14285714,53.27380952,20.02,188119,39.17611436,58.8219614,#REF!,,,,,,,,,,,310032,40.35766215,0,7702
24-Jan-05,38.65,24481,41.74510606,61.47943524,19.41,20877,62.28779425,66.3335024,21.16,22493,70.80618252,82.2614663,9.57,54846,33.42332186,56.61842226,7.8,130.708,14.13600448,99.15210794,33.98,638.6,66.87611268,71.05456069,5.35,82.378,64.15732087,68.47975078,9.08,65.56,48.8386299,48.21958015,23.4,132.98,54.85000598,54.77411185,9.82,963.7,74.09657081,64.67015224,14,131,77.97619048,55.47619048,20.06,189219,39.4051913,58.8219614,#REF!,,,,,,,,,,,311916,40.60290727,0,7703
23-Jan-05,38.69,24551,41.86447036,61.59027351,19.44,20959,62.53244622,66.42002566,20.99,22120,69.63200806,82.2614663,9.63,55517,33.83223133,56.85669886,8.04,143.124,15.47878864,99.15210794,34.04,643.1,67.34736622,72.10179076,5.35,82.378,64.15732087,68.80373832,8.88,61.855,46.07860665,48.37452882,23.71,138.854,57.27284351,56.24951019,9.82,963.7,74.09657081,64.67015224,14.06,132.7,78.98809524,57.32142857,20.12,190878,39.75068098,58.8219614,#REF!,,,,,,,,,,,314025,40.87744122,0,7704
22-Jan-05,38.71,24586,41.92415251,61.70622741,19.49,21097,62.94417758,66.85264194,20.99,22120,69.63200806,82.71161898,9.65,55742,33.96934702,57.25463908,8.39,163.997,17.73619309,99.32168635,34.05,643.9,67.43114462,73.08618704,5.38,83.478,65.01401869,68.80373832,8.89,62.025,46.2052474,48.52873255,23.77,140.012,57.75048156,58.07138173,9.85,970.7,74.63478395,65.16223282,14.08,133.3,79.3452381,57.73809524,20.16,191989,39.9820487,58.8219614,#REF!,,,,,,,,,,,315534,41.07387163,0,7705
21-Jan-05,38.77,24691,42.10319896,62.04044745,19.54,21237,63.36187606,67.28525823,20.99,22120,69.63200806,83.31287185,9.7,56303,34.31122216,57.6537981,8.54,172.955,18.70499629,99.32168635,34.06,644.7,67.51492303,74.0077495,5.38,83.478,65.01401869,69.12850467,8.89,62.025,46.2052474,48.52873255,23.84,141.388,58.31803764,59.96790998,9.85,970.7,74.63478395,66.33092419,14.1,133.8,79.64285714,57.97619048,20.19,192826,40.15635543,58.8219614,#REF!,,,,,,,,,,,317177,41.28774516,0,7706
20-Jan-05,38.83,24798,42.28565582,62.15128572,19.58,21350,63.69901841,67.71489095,21.23,22647,71.29096232,82.5636667,9.75,56866,34.6543161,57.89390292,8.69,181.895,19.6718528,99.66084318,34.08,646.2,67.67200754,75.3586763,5.36,82.745,64.44314642,69.45327103,8.89,62.025,46.2052474,48.8386299,23.9,142.584,58.81134947,61.39752437,9.85,970.7,74.63478395,66.33092419,14.15,135.2,80.47619048,58.80952381,20.23,193946,40.38959741,58.8219614,#REF!,,,,,,,,,,,319607,41.60406451,0,7707
19-Jan-05,38.83,24798,42.28565582,62.18880022,19.63,21492,64.12268401,68.14750724,21.44,23112,72.75474549,82.6392168,9.8,57429,34.99741004,58.29428075,8.84,190.953,20.65147094,99.83042159,34.08,646.2,67.67200754,75.87181904,5.36,82.745,64.44314642,70.10202492,8.9,62.195,46.33188814,49.30273097,23.97,143.984,59.38880479,62.84281254,9.86,973,74.8116254,66.33092419,14.23,137.5,81.8452381,59.88095238,20.26,194789,40.56515365,58.8219614,#REF!,,,,,,,,,,,321620,41.86610189,0,7708
18-Jan-05,38.84,24816,42.3163495,62.41047678,19.68,21633,64.54336605,68.67559746,21.7,23697,74.59627916,82.71161898,9.87,58220,35.47944788,58.61604558,9.01,201.737,21.81775512,100,34.1,647.7,67.82909205,76.89810451,5.41,84.578,65.87071651,70.10202492,8.92,62.536,46.58591457,49.30273097,24.53,155.565,64.16559769,64.52032024,9.86,973,74.8116254,66.49238813,14.29,139.3,82.91666667,60.47619048,20.29,195634,40.74112639,60.78535907,#REF!,,,,,,,,,,,324000,42.17591261,0,7709
17-Jan-05,38.86,24851,42.37603165,62.52302026,19.72,21747,64.88349196,69.11418086,21.86,24060,75.73897441,82.85957125,9.94,59014,35.96331393,59.01825162,9.17,212.375,22.96824947,100,34.05,643.9,67.43114462,77.96627919,5.44,85.678,66.72741433,70.42679128,8.92,62.536,46.58591457,49.45767964,24.68,158.787,65.49456986,66.30919433,9.87,975.4,74.99615562,67.33815162,14.34,140.7,83.75,61.01190476,20.34,197049,41.03580264,60.78535907,#REF!,,,,,,,,,,,326721,42.53011217,0,7710
16-Jan-05,38.92,24958,42.55848851,62.67137303,19.75,21832,65.13709461,69.46624101,21.65,23582,74.23426827,85.13237007,9.98,59468,36.23998294,59.26018465,9.37,227.164,24.56767238,100,34.07,645.4,67.58822913,78.59461724,5.46,86.411,67.2982866,70.42679128,8.91,62.366,46.45927383,49.45767964,24.76,160.541,66.21803888,67.58372071,9.88,977.7,75.17299708,67.50730432,14.39,142.2,84.64285714,61.60714286,20.37,197902,41.2134414,60.78535907,#REF!,,,,,,,,,,,327742,42.66301836,0,7711
15-Jan-05,38.97,25047,42.71025169,62.86235591,19.77,21888,65.304174,69.90780798,21.68,23651,74.4514748,85.13237007,10.03,60037,36.58673329,59.50272708,9.52,238.246,25.76618511,99.32168635,34.08,646.2,67.67200754,79.4638182,5.46,86.411,67.2982866,70.42679128,8.91,62.366,46.45927383,49.45767964,24.8,161.425,66.58266067,69.07520531,9.86,973,74.8116254,68.01476242,14.5,145.3,86.48809524,62.14285714,20.42,199329,41.51061668,60.78535907,#REF!,,,,,,,,,,,329952,42.95069974,0,7712
14-Jan-05,39.03,25153,42.89100334,62.97489939,19.82,22031,65.73082316,70.4358982,22,24381,76.74945698,85.58881859,10.09,60722,37.00417441,59.82632012,9.73,253.716,27.43925783,99.15210794,24.09,174.3,18.25322023,80.75191119,5.46,86.411,67.2982866,70.75155763,8.89,62.025,46.2052474,49.92178072,24.8,161.425,66.58266067,71.87050152,9.9,982.4,75.53436875,68.01476242,14.54,146.5,87.20238095,62.20238095,20.46,200476,41.74948145,60.78535907,#REF!,,,,,,,,,,,332763,43.31661484,0,7713
13-Jan-05,39.06,25206,42.98137917,62.97489939,19.87,22175,66.16045589,70.78795835,21.84,24014,75.59417005,86.27506532,10.12,61064,37.21259027,60.15052256,9.86,264.242,28.57763944,99.32168635,34.08,646.2,67.67200754,81.86197508,5.47,86.778,67.58411215,70.75155763,8.86,61.514,45.82458022,49.92178072,25.16,169.56,69.93808854,71.87050152,9.92,987.1,75.89574043,68.18391512,14.58,147.6,87.85714286,63.03571429,20.5,201628,41.98938749,60.78535907,#REF!,,,,,,,,,,,334087,43.48896332,0,7714
12-Jan-05,39.09,25260,43.0734602,63.12666257,19.92,22320,66.59307217,71.50102933,21.93,24220,76.24264174,86.50801146,10.14,61293,37.35214358,60.55699442,9.99,275.2,29.76274163,99.32168635,34.07,645.4,67.58822913,83.47470939,5.49,87.511,68.15498442,71.07554517,8.86,61.514,45.82458022,50.07672939,25.23,171.188,70.60958658,71.96866892,9.94,991.8,76.2571121,68.18391512,14.6,148.2,88.21428571,63.75,20.53,202495,42.16994177,60.78535907,#REF!,,,,,,,,,,,335588,43.68435235,0,7715
11-Jan-05,39.12,25315,43.16724644,63.35345474,19.96,22436,66.9391652,72.03807023,21.98,24335,76.60465263,84.67277363,10.18,61751,37.63125019,60.80136506,10.16,289.552,31.31490322,99.66084318,34.07,645.4,67.58822913,84.76280239,5.51,88.344,68.80373832,71.07554517,8.86,61.514,45.82458022,50.38588179,25.23,171.188,70.60958658,72.26275867,9.95,994.2,76.44164232,68.52222051,14.62,148.8,88.57142857,64.04761905,20.59,204238,42.5329246,62.7091889,#REF!,,,,,,,,,,,338075,44.00809153,0,7716
10-Jan-05,39.14,25351,43.22863379,63.46599823,20,22552,67.28525823,72.39311394,22.27,25003,78.70746372,85.8186168,10.24,62440,38.05112892,61.0463451,10.32,303.778,32.85343796,99.66084318,34.05,643.9,67.43114462,85.54822495,5.53,89.178,69.45327103,71.40031153,8.88,61.855,46.07860665,50.38588179,25.24,171.421,70.70569165,72.75565803,10,1006,77.34891588,68.52222051,14.64,149.4,88.92857143,64.46428571,20.46,200476,41.74948145,62.7091889,#REF!,,,,,,,,,,,335822,43.71481273,0,7717
